"filename", "language", "C++", "Python", "Shell Script", "Markdown", "comment", "blank", "total"
"d:\OI\Code\Comp\24-09-25 MX\A.cpp", "C++", 99, 0, 0, 0, 4, 30, 133
"d:\OI\Code\Comp\24-09-25 MX\After\A.cpp", "C++", 60, 0, 0, 0, 4, 24, 88
"d:\OI\Code\Comp\24-09-25 MX\After\A1.cpp", "C++", 72, 0, 0, 0, 4, 29, 105
"d:\OI\Code\Comp\24-09-25 MX\After\B.cpp", "C++", 139, 0, 0, 0, 19, 50, 208
"d:\OI\Code\Comp\24-09-25 MX\B.cpp", "C++", 54, 0, 0, 0, 4, 16, 74
"d:\OI\Code\Comp\24-09-25 MX\luogu.cpp", "C++", 24, 0, 0, 0, 4, 13, 41
"d:\OI\Code\Comp\24-09-27 CF2019\20190.cpp", "C++", 43, 0, 0, 0, 4, 21, 68
"d:\OI\Code\Comp\24-09-27 CF2019\2019B.cpp", "C++", 50, 0, 0, 0, 4, 20, 74
"d:\OI\Code\Comp\24-09-27 CF2019\2019C.cpp", "C++", 43, 0, 0, 0, 4, 17, 64
"d:\OI\Code\Comp\24-09-29 CF\20200.cpp", "C++", 36, 0, 0, 0, 4, 15, 55
"d:\OI\Code\Comp\24-09-29 CF\2020B.cpp", "C++", 47, 0, 0, 0, 4, 16, 67
"d:\OI\Code\Comp\24-09-29 CF\2020D.cpp", "C++", 84, 0, 0, 0, 4, 30, 118
"d:\OI\Code\Comp\24-10-03 MX\A.cpp", "C++", 94, 0, 0, 0, 41, 40, 175
"d:\OI\Code\Comp\24-10-03 MX\A_gen.cpp", "C++", 34, 0, 0, 0, 9, 17, 60
"d:\OI\Code\Comp\24-10-03 MX\A_test.cpp", "C++", 30, 0, 0, 0, 4, 13, 47
"d:\OI\Code\Comp\24-10-03 MX\After\A.cpp", "C++", 66, 0, 0, 0, 4, 28, 98
"d:\OI\Code\Comp\24-10-03 MX\B.cpp", "C++", 53, 0, 0, 0, 4, 22, 79
"d:\OI\Code\Comp\24-10-03 MX\C.cpp", "C++", 109, 0, 0, 0, 4, 33, 146
"d:\OI\Code\Comp\24-10-06 CF\2021B.cpp", "C++", 44, 0, 0, 0, 4, 18, 66
"d:\OI\Code\Comp\24-10-06 CF\2021C1.cpp", "C++", 49, 0, 0, 0, 4, 19, 72
"d:\OI\Code\Comp\24-10-06 CF\2021C2.cpp", "C++", 86, 0, 0, 0, 5, 34, 125
"d:\OI\Code\Debug\gen.cpp", "C++", 23, 0, 0, 0, 0, 7, 30
"d:\OI\Code\Debug\me.cpp", "C++", 40, 0, 0, 0, 0, 15, 55
"d:\OI\Code\Debug\pai.cpp", "C++", 32, 0, 0, 0, 0, 11, 43
"d:\OI\Code\Debug\std.cpp", "C++", 56, 0, 0, 0, 3, 4, 63
"d:\OI\Code\Debug\sum.cpp", "C++", 1, 0, 0, 0, 0, 0, 1
"d:\OI\Code\HDU\4003.cpp", "C++", 73, 0, 0, 0, 2, 21, 96
"d:\OI\Code\LibreOJ\111.cpp", "C++", 50, 0, 0, 0, 0, 18, 68
"d:\OI\Code\LibreOJ\537.cpp", "C++", 32, 0, 0, 0, 0, 11, 43
"d:\OI\Code\LibreOJ\6029.cpp", "C++", 121, 0, 0, 0, 3, 41, 165
"d:\OI\Code\LibreOJ\6278.cpp", "C++", 88, 0, 0, 0, 2, 29, 119
"d:\OI\Code\Luogu\1073E.cpp", "C++", 65, 0, 0, 0, 3, 28, 96
"d:\OI\Code\Luogu\AT_abc138_f.cpp", "C++", 51, 0, 0, 0, 5, 23, 79
"d:\OI\Code\Luogu\AT_abc219_f.cpp", "C++", 69, 0, 0, 0, 3, 22, 94
"d:\OI\Code\Luogu\AT_abc270_g.cpp", "C++", 79, 0, 0, 0, 2, 24, 105
"d:\OI\Code\Luogu\AT_abc308_g.cpp", "C++", 110, 0, 0, 0, 2, 32, 144
"d:\OI\Code\Luogu\AT_abc327_f.cpp", "C++", 87, 0, 0, 0, 4, 28, 119
"d:\OI\Code\Luogu\AT_abc365_f.cpp", "C++", 93, 0, 0, 0, 1, 28, 122
"d:\OI\Code\Luogu\AT_agc001_c.cpp", "C++", 79, 0, 0, 0, 1, 24, 104
"d:\OI\Code\Luogu\AT_agc012_d.cpp", "C++", 79, 0, 0, 0, 4, 30, 113
"d:\OI\Code\Luogu\AT_agc013_e.cpp", "C++", 74, 0, 0, 0, 4, 25, 103
"d:\OI\Code\Luogu\AT_agc059_a.cpp", "C++", 36, 0, 0, 0, 0, 15, 51
"d:\OI\Code\Luogu\AT_arc071_d.cpp", "C++", 38, 0, 0, 0, 3, 14, 55
"d:\OI\Code\Luogu\AT_arc084_b.cpp", "C++", 72, 0, 0, 0, 0, 25, 97
"d:\OI\Code\Luogu\AT_arc092_d.cpp", "C++", 81, 0, 0, 0, 1, 28, 110
"d:\OI\Code\Luogu\AT_arc100_c.cpp", "C++", 53, 0, 0, 0, 0, 15, 68
"d:\OI\Code\Luogu\AT_arc105_c.cpp", "C++", 62, 0, 0, 0, 6, 23, 91
"d:\OI\Code\Luogu\AT_dp_a.cpp", "C++", 31, 0, 0, 0, 0, 12, 43
"d:\OI\Code\Luogu\AT_dp_b.cpp", "C++", 32, 0, 0, 0, 0, 13, 45
"d:\OI\Code\Luogu\AT_dp_c.cpp", "C++", 34, 0, 0, 0, 0, 13, 47
"d:\OI\Code\Luogu\AT_dp_d.cpp", "C++", 32, 0, 0, 0, 0, 12, 44
"d:\OI\Code\Luogu\AT_dp_e.cpp", "C++", 36, 0, 0, 0, 0, 13, 49
"d:\OI\Code\Luogu\AT_dp_f.cpp", "C++", 47, 0, 0, 0, 0, 16, 63
"d:\OI\Code\Luogu\AT_dp_z.cpp", "C++", 72, 0, 0, 0, 0, 26, 98
"d:\OI\Code\Luogu\AT_dwacon6th_prelims_c.cpp", "C++", 93, 0, 0, 0, 3, 22, 118
"d:\OI\Code\Luogu\AT_joisc2019_h.cpp", "C++", 51, 0, 0, 0, 0, 15, 66
"d:\OI\Code\Luogu\B3606.cpp", "C++", 100, 0, 0, 0, 0, 23, 123
"d:\OI\Code\Luogu\B3607.cpp", "C++", 100, 0, 0, 0, 0, 23, 123
"d:\OI\Code\Luogu\B3611.cpp", "C++", 41, 0, 0, 0, 0, 10, 51
"d:\OI\Code\Luogu\B3647.cpp", "C++", 55, 0, 0, 0, 0, 14, 69
"d:\OI\Code\Luogu\CF1033C.cpp", "C++", 66, 0, 0, 0, 0, 16, 82
"d:\OI\Code\Luogu\CF1039D.cpp", "C++", 80, 0, 0, 0, 3, 31, 114
"d:\OI\Code\Luogu\CF10D.cpp", "C++", 49, 0, 0, 0, 1, 21, 71
"d:\OI\Code\Luogu\CF1109B.cpp", "C++", 35, 0, 0, 0, 0, 11, 46
"d:\OI\Code\Luogu\CF111D.cpp", "C++", 73, 0, 0, 0, 19, 26, 118
"d:\OI\Code\Luogu\CF1178E.cpp", "C++", 42, 0, 0, 0, 0, 12, 54
"d:\OI\Code\Luogu\CF1178F1.cpp", "C++", 54, 0, 0, 0, 0, 18, 72
"d:\OI\Code\Luogu\CF117C.cpp", "C++", 45, 0, 0, 0, 0, 14, 59
"d:\OI\Code\Luogu\CF1198D.cpp", "C++", 56, 0, 0, 0, 0, 14, 70
"d:\OI\Code\Luogu\CF1209E1.cpp", "C++", 71, 0, 0, 0, 0, 23, 94
"d:\OI\Code\Luogu\CF1209E2.cpp", "C++", 71, 0, 0, 0, 0, 23, 94
"d:\OI\Code\Luogu\CF1221F.cpp", "C++", 95, 0, 0, 0, 0, 36, 131
"d:\OI\Code\Luogu\CF1238E.cpp", "C++", 52, 0, 0, 0, 0, 16, 68
"d:\OI\Code\Luogu\CF1245F.cpp", "C++", 50, 0, 0, 0, 4, 23, 77
"d:\OI\Code\Luogu\CF1264E_SimulateAnneal.cpp", "C++", 115, 0, 0, 0, 0, 29, 144
"d:\OI\Code\Luogu\CF1307D.cpp", "C++", 62, 0, 0, 0, 3, 25, 90
"d:\OI\Code\Luogu\CF1352B.cpp", "C++", 42, 0, 0, 0, 0, 13, 55
"d:\OI\Code\Luogu\CF1353A.cpp", "C++", 28, 0, 0, 0, 0, 11, 39
"d:\OI\Code\Luogu\CF1364D.cpp", "C++", 116, 0, 0, 0, 0, 29, 145
"d:\OI\Code\Luogu\CF1389A.cpp", "C++", 30, 0, 0, 0, 0, 8, 38
"d:\OI\Code\Luogu\CF1406E.cpp", "C++", 103, 0, 0, 0, 4, 31, 138
"d:\OI\Code\Luogu\CF1420E.cpp", "C++", 67, 0, 0, 0, 1, 21, 89
"d:\OI\Code\Luogu\CF1553H.cpp", "C++", 59, 0, 0, 0, 1, 22, 82
"d:\OI\Code\Luogu\CF1556E.cpp", "C++", 67, 0, 0, 0, 0, 21, 88
"d:\OI\Code\Luogu\CF1583F.cpp", "C++", 41, 0, 0, 0, 0, 14, 55
"d:\OI\Code\Luogu\CF1637D.cpp", "C++", 51, 0, 0, 0, 3, 21, 75
"d:\OI\Code\Luogu\CF1646E.cpp", "C++", 47, 0, 0, 0, 0, 17, 64
"d:\OI\Code\Luogu\CF165E.cpp", "C++", 38, 0, 0, 0, 0, 16, 54
"d:\OI\Code\Luogu\CF1675G.cpp", "C++", 47, 0, 0, 0, 3, 17, 67
"d:\OI\Code\Luogu\CF1725L.cpp", "C++", 70, 0, 0, 0, 1, 26, 97
"d:\OI\Code\Luogu\CF1762D.cpp", "C++", 46, 0, 0, 0, 6, 19, 71
"d:\OI\Code\Luogu\CF1806E.cpp", "C++", 53, 0, 0, 0, 0, 14, 67
"d:\OI\Code\Luogu\CF1864F.cpp", "C++", 105, 0, 0, 0, 0, 39, 144
"d:\OI\Code\Luogu\CF1916E.cpp", "C++", 151, 0, 0, 0, 1, 51, 203
"d:\OI\Code\Luogu\CF1998B.cpp", "C++", 35, 0, 0, 0, 0, 14, 49
"d:\OI\Code\Luogu\CF2014H.cpp", "C++", 51, 0, 0, 0, 4, 20, 75
"d:\OI\Code\Luogu\CF2018B.cpp", "C++", 50, 0, 0, 0, 4, 19, 73
"d:\OI\Code\Luogu\CF2018C.cpp", "C++", 72, 0, 0, 0, 5, 26, 103
"d:\OI\Code\Luogu\CF235B.cpp", "C++", 32, 0, 0, 0, 0, 12, 44
"d:\OI\Code\Luogu\CF280C.cpp", "C++", 51, 0, 0, 0, 0, 15, 66
"d:\OI\Code\Luogu\CF282E.cpp", "C++", 69, 0, 0, 0, 0, 25, 94
"d:\OI\Code\Luogu\CF288D.cpp", "C++", 65, 0, 0, 0, 1, 25, 91
"d:\OI\Code\Luogu\CF294B.cpp", "C++", 45, 0, 0, 0, 4, 18, 67
"d:\OI\Code\Luogu\CF367D.cpp", "C++", 65, 0, 0, 0, 0, 23, 88
"d:\OI\Code\Luogu\CF379D.cpp", "C++", 76, 0, 0, 0, 7, 30, 113
"d:\OI\Code\Luogu\CF383C.cpp", "C++", 84, 0, 0, 0, 1, 24, 109
"d:\OI\Code\Luogu\CF383E.cpp", "C++", 49, 0, 0, 0, 0, 16, 65
"d:\OI\Code\Luogu\CF420D.cpp", "C++", 110, 0, 0, 0, 9, 36, 155
"d:\OI\Code\Luogu\CF438D.cpp", "C++", 88, 0, 0, 0, 0, 31, 119
"d:\OI\Code\Luogu\CF444C.cpp", "C++", 102, 0, 0, 0, 3, 28, 133
"d:\OI\Code\Luogu\CF446C.cpp", "C++", 129, 0, 0, 0, 15, 48, 192
"d:\OI\Code\Luogu\CF448E.cpp", "C++", 41, 0, 0, 0, 2, 16, 59
"d:\OI\Code\Luogu\CF452F.cpp", "C++", 70, 0, 0, 0, 0, 28, 98
"d:\OI\Code\Luogu\CF496C.cpp", "C++", 46, 0, 0, 0, 2, 18, 66
"d:\OI\Code\Luogu\CF508D.cpp", "C++", 70, 0, 0, 0, 1, 27, 98
"d:\OI\Code\Luogu\CF542F.cpp", "C++", 44, 0, 0, 0, 0, 18, 62
"d:\OI\Code\Luogu\CF547C.cpp", "C++", 73, 0, 0, 0, 4, 27, 104
"d:\OI\Code\Luogu\CF547D.cpp", "C++", 52, 0, 0, 0, 0, 15, 67
"d:\OI\Code\Luogu\CF55D.cpp", "C++", 65, 0, 0, 0, 4, 26, 95
"d:\OI\Code\Luogu\CF570D.cpp", "C++", 110, 0, 0, 0, 0, 39, 149
"d:\OI\Code\Luogu\CF600E.cpp", "C++", 82, 0, 0, 0, 0, 28, 110
"d:\OI\Code\Luogu\CF607B.cpp", "C++", 41, 0, 0, 0, 0, 16, 57
"d:\OI\Code\Luogu\CF628D.cpp", "C++", 73, 0, 0, 0, 9, 28, 110
"d:\OI\Code\Luogu\CF628D_1.cpp", "C++", 82, 0, 0, 0, 0, 30, 112
"d:\OI\Code\Luogu\CF702F.cpp", "C++", 115, 0, 0, 0, 2, 35, 152
"d:\OI\Code\Luogu\CF717F.cpp", "C++", 128, 0, 0, 0, 11, 34, 173
"d:\OI\Code\Luogu\CF748C.cpp", "C++", 44, 0, 0, 0, 0, 14, 58
"d:\OI\Code\Luogu\CF778C.cpp", "C++", 61, 0, 0, 0, 0, 23, 84
"d:\OI\Code\Luogu\CF797E.cpp", "C++", 52, 0, 0, 0, 3, 17, 72
"d:\OI\Code\Luogu\CF797F.cpp", "C++", 53, 0, 0, 0, 0, 20, 73
"d:\OI\Code\Luogu\CF79D.cpp", "C++", 84, 0, 0, 0, 4, 31, 119
"d:\OI\Code\Luogu\CF833B.cpp", "C++", 70, 0, 0, 0, 1, 28, 99
"d:\OI\Code\Luogu\CF888E.cpp", "C++", 50, 0, 0, 0, 0, 17, 67
"d:\OI\Code\Luogu\CF891C.cpp", "C++", 115, 0, 0, 0, 1, 36, 152
"d:\OI\Code\Luogu\CF896C.cpp", "C++", 114, 0, 0, 0, 0, 33, 147
"d:\OI\Code\Luogu\CF898C.cpp", "C++", 79, 0, 0, 0, 0, 24, 103
"d:\OI\Code\Luogu\CF906C.cpp", "C++", 63, 0, 0, 0, 0, 23, 86
"d:\OI\Code\Luogu\CF915E.cpp", "C++", 58, 0, 0, 0, 0, 22, 80
"d:\OI\Code\Luogu\CF93E.cpp", "C++", 25, 0, 0, 0, 0, 14, 39
"d:\OI\Code\Luogu\CF988D.cpp", "C++", 51, 0, 0, 0, 2, 12, 65
"d:\OI\Code\Luogu\CF997B.cpp", "C++", 48, 0, 0, 0, 1, 17, 66
"d:\OI\Code\Luogu\P10200.cpp", "C++", 104, 0, 0, 0, 3, 31, 138
"d:\OI\Code\Luogu\P10446.cpp", "C++", 33, 0, 0, 0, 2, 12, 47
"d:\OI\Code\Luogu\P10447.cpp", "C++", 50, 0, 0, 0, 2, 17, 69
"d:\OI\Code\Luogu\P10596.cpp", "C++", 54, 0, 0, 0, 1, 19, 74
"d:\OI\Code\Luogu\P10692.cpp", "C++", 93, 0, 0, 0, 3, 28, 124
"d:\OI\Code\Luogu\P1070.cpp", "C++", 55, 0, 0, 0, 0, 13, 68
"d:\OI\Code\Luogu\P10766.cpp", "C++", 54, 0, 0, 0, 0, 17, 71
"d:\OI\Code\Luogu\P1084.cpp", "C++", 159, 0, 0, 0, 1, 42, 202
"d:\OI\Code\Luogu\P1087.cpp", "C++", 74, 0, 0, 0, 0, 15, 89
"d:\OI\Code\Luogu\P10885.cpp", "C++", 82, 0, 0, 0, 2, 25, 109
"d:\OI\Code\Luogu\P10886.cpp", "C++", 80, 0, 0, 0, 1, 24, 105
"d:\OI\Code\Luogu\P11063.cpp", "C++", 70, 0, 0, 0, 5, 17, 92
"d:\OI\Code\Luogu\P1110.cpp", "C++", 118, 0, 0, 0, 0, 31, 149
"d:\OI\Code\Luogu\P1111.cpp", "C++", 67, 0, 0, 0, 0, 10, 77
"d:\OI\Code\Luogu\P1122.cpp", "C++", 63, 0, 0, 0, 0, 16, 79
"d:\OI\Code\Luogu\P1129.cpp", "C++", 109, 0, 0, 0, 0, 35, 144
"d:\OI\Code\Luogu\P1133.cpp", "C++", 53, 0, 0, 0, 0, 9, 62
"d:\OI\Code\Luogu\P1168.cpp", "C++", 57, 0, 0, 0, 3, 22, 82
"d:\OI\Code\Luogu\P1198.cpp", "C++", 75, 0, 0, 0, 1, 24, 100
"d:\OI\Code\Luogu\P1220.cpp", "C++", 51, 0, 0, 0, 0, 15, 66
"d:\OI\Code\Luogu\P1226.cpp", "C++", 28, 0, 0, 0, 0, 4, 32
"d:\OI\Code\Luogu\P1255.cpp", "C++", 60, 0, 0, 0, 0, 23, 83
"d:\OI\Code\Luogu\P1311.cpp", "C++", 48, 0, 0, 0, 0, 17, 65
"d:\OI\Code\Luogu\P1314.cpp", "C++", 57, 0, 0, 0, 0, 22, 79
"d:\OI\Code\Luogu\P1331.cpp", "C++", 99, 0, 0, 0, 5, 14, 118
"d:\OI\Code\Luogu\P1350.cpp", "C++", 63, 0, 0, 0, 3, 21, 87
"d:\OI\Code\Luogu\P1362.cpp", "C++", 47, 0, 0, 0, 0, 13, 60
"d:\OI\Code\Luogu\P1365.cpp", "C++", 36, 0, 0, 0, 3, 13, 52
"d:\OI\Code\Luogu\P1377.cpp", "C++", 57, 0, 0, 0, 3, 18, 78
"d:\OI\Code\Luogu\P1390.cpp", "C++", 18, 0, 0, 0, 0, 11, 29
"d:\OI\Code\Luogu\P1403.cpp", "C++", 27, 0, 0, 0, 0, 11, 38
"d:\OI\Code\Luogu\P1434.cpp", "C++", 48, 0, 0, 0, 0, 10, 58
"d:\OI\Code\Luogu\P1450.cpp", "C++", 67, 0, 0, 0, 2, 21, 90
"d:\OI\Code\Luogu\P1451.cpp", "C++", 48, 0, 0, 0, 0, 16, 64
"d:\OI\Code\Luogu\P1486.cpp", "C++", 83, 0, 0, 0, 0, 23, 106
"d:\OI\Code\Luogu\P1495.cpp", "C++", 45, 0, 0, 0, 0, 13, 58
"d:\OI\Code\Luogu\P1501.cpp", "C++", 114, 0, 0, 0, 0, 31, 145
"d:\OI\Code\Luogu\P1502.cpp", "C++", 121, 0, 0, 0, 19, 44, 184
"d:\OI\Code\Luogu\P1503.cpp", "C++", 105, 0, 0, 0, 0, 28, 133
"d:\OI\Code\Luogu\P1525.cpp", "C++", 79, 0, 0, 0, 0, 26, 105
"d:\OI\Code\Luogu\P1588.cpp", "C++", 43, 0, 0, 0, 0, 15, 58
"d:\OI\Code\Luogu\P1593.cpp", "C++", 55, 0, 0, 0, 3, 19, 77
"d:\OI\Code\Luogu\P1596.cpp", "C++", 49, 0, 0, 0, 0, 18, 67
"d:\OI\Code\Luogu\P1601.cpp", "C++", 42, 0, 0, 0, 1, 10, 53
"d:\OI\Code\Luogu\P1637.cpp", "C++", 46, 0, 0, 0, 0, 18, 64
"d:\OI\Code\Luogu\P1638.cpp", "C++", 51, 0, 0, 0, 0, 21, 72
"d:\OI\Code\Luogu\P1654.cpp", "C++", 35, 0, 0, 0, 7, 13, 55
"d:\OI\Code\Luogu\P1712.cpp", "C++", 84, 0, 0, 0, 1, 30, 115
"d:\OI\Code\Luogu\P1725.cpp", "C++", 39, 0, 0, 0, 4, 16, 59
"d:\OI\Code\Luogu\P1799.cpp", "C++", 21, 0, 0, 0, 0, 11, 32
"d:\OI\Code\Luogu\P1807.cpp", "C++", 67, 0, 0, 0, 0, 22, 89
"d:\OI\Code\Luogu\P1874.cpp", "C++", 66, 0, 0, 0, 0, 17, 83
"d:\OI\Code\Luogu\P1880.cpp", "C++", 52, 0, 0, 0, 0, 16, 68
"d:\OI\Code\Luogu\P1896.cpp", "C++", 63, 0, 0, 0, 0, 19, 82
"d:\OI\Code\Luogu\P1955.cpp", "C++", 81, 0, 0, 0, 0, 25, 106
"d:\OI\Code\Luogu\P1962.cpp", "C++", 86, 0, 0, 0, 0, 20, 106
"d:\OI\Code\Luogu\P1966.cpp", "C++", 51, 0, 0, 0, 3, 22, 76
"d:\OI\Code\Luogu\P1967.cpp", "C++", 118, 0, 0, 0, 0, 46, 164
"d:\OI\Code\Luogu\P1969.cpp", "C++", 28, 0, 0, 0, 0, 12, 40
"d:\OI\Code\Luogu\P1972.cpp", "C++", 61, 0, 0, 0, 0, 26, 87
"d:\OI\Code\Luogu\P2042.cpp", "C++", 197, 0, 0, 0, 3, 45, 245
"d:\OI\Code\Luogu\P2048.cpp", "C++", 19, 0, 0, 0, 0, 6, 25
"d:\OI\Code\Luogu\P2114.cpp", "C++", 70, 0, 0, 0, 3, 22, 95
"d:\OI\Code\Luogu\P2147.cpp", "C++", 77, 0, 0, 0, 0, 22, 99
"d:\OI\Code\Luogu\P2173.cpp", "C++", 144, 0, 0, 0, 0, 38, 182
"d:\OI\Code\Luogu\P2184.cpp", "C++", 56, 0, 0, 0, 0, 17, 73
"d:\OI\Code\Luogu\P2196.cpp", "C++", 88, 0, 0, 0, 0, 22, 110
"d:\OI\Code\Luogu\P2197.cpp", "C++", 37, 0, 0, 0, 0, 11, 48
"d:\OI\Code\Luogu\P2233.cpp", "C++", 88, 0, 0, 0, 1, 21, 110
"d:\OI\Code\Luogu\P2261.cpp", "C++", 33, 0, 0, 0, 0, 12, 45
"d:\OI\Code\Luogu\P2285.cpp", "C++", 53, 0, 0, 0, 0, 15, 68
"d:\OI\Code\Luogu\P2286.cpp", "C++", 110, 0, 0, 0, 0, 32, 142
"d:\OI\Code\Luogu\P2371.cpp", "C++", 90, 0, 0, 0, 2, 27, 119
"d:\OI\Code\Luogu\P2387.cpp", "C++", 114, 0, 0, 0, 0, 31, 145
"d:\OI\Code\Luogu\P2391.cpp", "C++", 44, 0, 0, 0, 0, 15, 59
"d:\OI\Code\Luogu\P2398.cpp", "C++", 16, 0, 0, 0, 0, 10, 26
"d:\OI\Code\Luogu\P2422.cpp", "C++", 49, 0, 0, 0, 3, 19, 71
"d:\OI\Code\Luogu\P2480.cpp", "C++", 73, 0, 0, 0, 2, 26, 101
"d:\OI\Code\Luogu\P2485.cpp", "C++", 111, 0, 0, 0, 4, 20, 135
"d:\OI\Code\Luogu\P2522.cpp", "C++", 60, 0, 0, 0, 0, 21, 81
"d:\OI\Code\Luogu\P2568.cpp", "C++", 41, 0, 0, 0, 0, 16, 57
"d:\OI\Code\Luogu\P2574.cpp", "C++", 54, 0, 0, 0, 0, 21, 75
"d:\OI\Code\Luogu\P2585.cpp", "C++", 71, 0, 0, 0, 0, 19, 90
"d:\OI\Code\Luogu\P2617.cpp", "C++", 77, 0, 0, 0, 0, 32, 109
"d:\OI\Code\Luogu\P2619.cpp", "C++", 80, 0, 0, 0, 17, 28, 125
"d:\OI\Code\Luogu\P2656.cpp", "C++", 144, 0, 0, 0, 0, 31, 175
