"filename", "language", "C++", "Python", "Shell Script", "Markdown", "comment", "blank", "total"
"d:\OI\Code\Luogu\P2657.cpp", "C++", 52, 0, 0, 0, 0, 18, 70
"d:\OI\Code\Luogu\P2671.cpp", "C++", 45, 0, 0, 0, 2, 17, 64
"d:\OI\Code\Luogu\P2679.cpp", "C++", 49, 0, 0, 0, 0, 11, 60
"d:\OI\Code\Luogu\P2680.cpp", "C++", 192, 0, 0, 0, 13, 36, 241
"d:\OI\Code\Luogu\P2704.cpp", "C++", 76, 0, 0, 0, 1, 21, 98
"d:\OI\Code\Luogu\P2734.cpp", "C++", 44, 0, 0, 0, 0, 11, 55
"d:\OI\Code\Luogu\P2756.cpp", "C++", 112, 0, 0, 0, 0, 32, 144
"d:\OI\Code\Luogu\P2757.cpp", "C++", 74, 0, 0, 0, 0, 32, 106
"d:\OI\Code\Luogu\P2762.cpp", "C++", 124, 0, 0, 0, 1, 29, 154
"d:\OI\Code\Luogu\P2763.cpp", "C++", 134, 0, 0, 0, 0, 39, 173
"d:\OI\Code\Luogu\P2766.cpp", "C++", 137, 0, 0, 0, 0, 35, 172
"d:\OI\Code\Luogu\P2822.cpp", "C++", 47, 0, 0, 0, 3, 18, 68
"d:\OI\Code\Luogu\P2846.cpp", "C++", 50, 0, 0, 0, 0, 21, 71
"d:\OI\Code\Luogu\P2862.cpp", "C++", 99, 0, 0, 0, 4, 31, 134
"d:\OI\Code\Luogu\P2865.cpp", "C++", 19, 0, 0, 0, 0, 6, 25
"d:\OI\Code\Luogu\P2885.cpp", "C++", 52, 0, 0, 0, 0, 13, 65
"d:\OI\Code\Luogu\P2886.cpp", "C++", 71, 0, 0, 0, 0, 15, 86
"d:\OI\Code\Luogu\P2891.cpp", "C++", 20, 0, 0, 0, 0, 4, 24
"d:\OI\Code\Luogu\P3034.cpp", "C++", 41, 0, 0, 0, 0, 14, 55
"d:\OI\Code\Luogu\P3043.cpp", "C++", 47, 0, 0, 0, 0, 17, 64
"d:\OI\Code\Luogu\P3078.cpp", "C++", 28, 0, 0, 0, 0, 12, 40
"d:\OI\Code\Luogu\P3129.cpp", "C++", 51, 0, 0, 0, 2, 18, 71
"d:\OI\Code\Luogu\P3146.cpp", "C++", 42, 0, 0, 0, 0, 15, 57
"d:\OI\Code\Luogu\P3157.cpp", "C++", 74, 0, 0, 0, 1, 29, 104
"d:\OI\Code\Luogu\P3165.cpp", "C++", 111, 0, 0, 0, 0, 32, 143
"d:\OI\Code\Luogu\P3178.cpp", "C++", 155, 0, 0, 0, 2, 51, 208
"d:\OI\Code\Luogu\P3186.cpp", "C++", 73, 0, 0, 0, 3, 23, 99
"d:\OI\Code\Luogu\P3195.cpp", "C++", 42, 0, 0, 0, 1, 17, 60
"d:\OI\Code\Luogu\P3203.cpp", "C++", 74, 0, 0, 0, 3, 22, 99
"d:\OI\Code\Luogu\P3205.cpp", "C++", 28, 0, 0, 0, 0, 6, 34
"d:\OI\Code\Luogu\P3224.cpp", "C++", 104, 0, 0, 0, 0, 30, 134
"d:\OI\Code\Luogu\P3246.cpp", "C++", 79, 0, 0, 0, 3, 24, 106
"d:\OI\Code\Luogu\P3247.cpp", "C++", 148, 0, 0, 0, 11, 54, 213
"d:\OI\Code\Luogu\P3254.cpp", "C++", 120, 0, 0, 0, 4, 32, 156
"d:\OI\Code\Luogu\P3285.cpp", "C++", 89, 0, 0, 0, 23, 32, 144
"d:\OI\Code\Luogu\P3293.cpp", "C++", 72, 0, 0, 0, 0, 31, 103
"d:\OI\Code\Luogu\P3295.cpp", "C++", 72, 0, 0, 0, 2, 23, 97
"d:\OI\Code\Luogu\P3306.cpp", "C++", 87, 0, 0, 0, 4, 25, 116
"d:\OI\Code\Luogu\P3308.cpp", "C++", 170, 0, 0, 0, 4, 50, 224
"d:\OI\Code\Luogu\P3357.cpp", "C++", 134, 0, 0, 0, 1, 42, 177
"d:\OI\Code\Luogu\P3358.cpp", "C++", 128, 0, 0, 0, 40, 43, 211
"d:\OI\Code\Luogu\P3369.cpp", "C++", 122, 0, 0, 0, 0, 30, 152
"d:\OI\Code\Luogu\P3369_a.cpp", "C++", 116, 0, 0, 0, 0, 31, 147
"d:\OI\Code\Luogu\P3369_fhq.cpp", "C++", 117, 0, 0, 0, 0, 34, 151
"d:\OI\Code\Luogu\P3372.cpp", "C++", 82, 0, 0, 0, 1, 31, 114
"d:\OI\Code\Luogu\P3379.cpp", "C++", 78, 0, 0, 0, 0, 19, 97
"d:\OI\Code\Luogu\P3381.cpp", "C++", 103, 0, 0, 0, 0, 29, 132
"d:\OI\Code\Luogu\P3381_simplex.cpp", "C++", 146, 0, 0, 0, 22, 48, 216
"d:\OI\Code\Luogu\P3388.cpp", "C++", 67, 0, 0, 0, 0, 23, 90
"d:\OI\Code\Luogu\P3391.cpp", "C++", 92, 0, 0, 0, 0, 27, 119
"d:\OI\Code\Luogu\P3391_fhq.cpp", "C++", 91, 0, 0, 0, 0, 27, 118
"d:\OI\Code\Luogu\P3403.cpp", "C++", 82, 0, 0, 0, 1, 23, 106
"d:\OI\Code\Luogu\P3455.cpp", "C++", 61, 0, 0, 0, 0, 21, 82
"d:\OI\Code\Luogu\P3469.cpp", "C++", 78, 0, 0, 0, 0, 30, 108
"d:\OI\Code\Luogu\P3586.cpp", "C++", 82, 0, 0, 0, 0, 28, 110
"d:\OI\Code\Luogu\P3649.cpp", "C++", 63, 0, 0, 0, 0, 18, 81
"d:\OI\Code\Luogu\P3690.cpp", "C++", 90, 0, 0, 0, 0, 22, 112
"d:\OI\Code\Luogu\P3690_1.cpp", "C++", 91, 0, 0, 0, 0, 23, 114
"d:\OI\Code\Luogu\P3746.cpp", "C++", 58, 0, 0, 0, 3, 19, 80
"d:\OI\Code\Luogu\P3792.cpp", "C++", 97, 0, 0, 0, 3, 25, 125
"d:\OI\Code\Luogu\P3793.cpp", "C++", 76, 0, 0, 0, 0, 19, 95
"d:\OI\Code\Luogu\P3804.cpp", "C++", 84, 0, 0, 0, 0, 28, 112
"d:\OI\Code\Luogu\P3804_a.cpp", "C++", 79, 0, 0, 0, 1, 28, 108
"d:\OI\Code\Luogu\P3805.cpp", "C++", 76, 0, 0, 0, 0, 26, 102
"d:\OI\Code\Luogu\P3806.cpp", "C++", 124, 0, 0, 0, 1, 39, 164
"d:\OI\Code\Luogu\P3806_a.cpp", "C++", 121, 0, 0, 0, 0, 38, 159
"d:\OI\Code\Luogu\P3809.cpp", "C++", 50, 0, 0, 0, 2, 18, 70
"d:\OI\Code\Luogu\P3809_a.cpp", "C++", 50, 0, 0, 0, 0, 17, 67
"d:\OI\Code\Luogu\P3810.cpp", "C++", 83, 0, 0, 0, 3, 29, 115
"d:\OI\Code\Luogu\P3812.cpp", "C++", 42, 0, 0, 0, 0, 10, 52
"d:\OI\Code\Luogu\P3831.cpp", "C++", 94, 0, 0, 0, 3, 29, 126
"d:\OI\Code\Luogu\P3833.cpp", "C++", 135, 0, 0, 0, 0, 29, 164
"d:\OI\Code\Luogu\P3835.cpp", "C++", 114, 0, 0, 0, 0, 29, 143
"d:\OI\Code\Luogu\P3846.cpp", "C++", 52, 0, 0, 0, 3, 13, 68
"d:\OI\Code\Luogu\P3865.cpp", "C++", 50, 0, 0, 0, 0, 16, 66
"d:\OI\Code\Luogu\P3868.cpp", "C++", 69, 0, 0, 0, 2, 18, 89
"d:\OI\Code\Luogu\P3870.cpp", "C++", 50, 0, 0, 0, 0, 20, 70
"d:\OI\Code\Luogu\P3911.cpp", "C++", 66, 0, 0, 0, 0, 22, 88
"d:\OI\Code\Luogu\P3917.cpp", "C++", 48, 0, 0, 0, 0, 17, 65
"d:\OI\Code\Luogu\P3919.cpp", "C++", 67, 0, 0, 0, 0, 23, 90
"d:\OI\Code\Luogu\P3953.cpp", "C++", 138, 0, 0, 0, 1, 29, 168
"d:\OI\Code\Luogu\P3975.cpp", "C++", 108, 0, 0, 0, 0, 32, 140
"d:\OI\Code\Luogu\P4008.cpp", "C++", 98, 0, 0, 0, 1, 26, 125
"d:\OI\Code\Luogu\P4014.cpp", "C++", 128, 0, 0, 0, 0, 38, 166
"d:\OI\Code\Luogu\P4015.cpp", "C++", 130, 0, 0, 0, 1, 42, 173
"d:\OI\Code\Luogu\P4051.cpp", "C++", 53, 0, 0, 0, 1, 18, 72
"d:\OI\Code\Luogu\P4121.cpp", "C++", 109, 0, 0, 0, 2, 43, 154
"d:\OI\Code\Luogu\P4136.cpp", "C++", 24, 0, 0, 0, 0, 7, 31
"d:\OI\Code\Luogu\P4145.cpp", "C++", 74, 0, 0, 0, 0, 26, 100
"d:\OI\Code\Luogu\P4151.cpp", "C++", 66, 0, 0, 0, 0, 16, 82
"d:\OI\Code\Luogu\P4159.cpp", "C++", 115, 0, 0, 0, 0, 27, 142
"d:\OI\Code\Luogu\P4168.cpp", "C++", 131, 0, 0, 0, 14, 39, 184
"d:\OI\Code\Luogu\P4171.cpp", "C++", 101, 0, 0, 0, 3, 31, 135
"d:\OI\Code\Luogu\P4172.cpp", "C++", 134, 0, 0, 0, 0, 35, 169
"d:\OI\Code\Luogu\P4194.cpp", "C++", 147, 0, 0, 0, 0, 38, 185
"d:\OI\Code\Luogu\P4249.cpp", "C++", 108, 0, 0, 0, 0, 27, 135
"d:\OI\Code\Luogu\P4251.cpp", "C++", 80, 0, 0, 0, 0, 24, 104
"d:\OI\Code\Luogu\P4281.cpp", "C++", 102, 0, 0, 0, 1, 28, 131
"d:\OI\Code\Luogu\P4290.cpp", "C++", 93, 0, 0, 0, 0, 12, 105
"d:\OI\Code\Luogu\P4312.cpp", "C++", 86, 0, 0, 0, 0, 24, 110
"d:\OI\Code\Luogu\P4316.cpp", "C++", 53, 0, 0, 0, 0, 18, 71
"d:\OI\Code\Luogu\P4322.cpp", "C++", 90, 0, 0, 0, 1, 27, 118
"d:\OI\Code\Luogu\P4342.cpp", "C++", 78, 0, 0, 0, 1, 15, 94
"d:\OI\Code\Luogu\P4396.cpp", "C++", 144, 0, 0, 0, 5, 44, 193
"d:\OI\Code\Luogu\P4513.cpp", "C++", 76, 0, 0, 0, 1, 32, 109
"d:\OI\Code\Luogu\P4516.cpp", "C++", 90, 0, 0, 0, 1, 27, 118
"d:\OI\Code\Luogu\P4556.cpp", "C++", 156, 0, 0, 0, 1, 45, 202
"d:\OI\Code\Luogu\P4567.cpp", "C++", 109, 0, 0, 0, 2, 29, 140
"d:\OI\Code\Luogu\P4568.cpp", "C++", 87, 0, 0, 0, 0, 22, 109
"d:\OI\Code\Luogu\P4570.cpp", "C++", 49, 0, 0, 0, 0, 14, 63
"d:\OI\Code\Luogu\P4592.cpp", "C++", 136, 0, 0, 0, 0, 41, 177
"d:\OI\Code\Luogu\P4735.cpp", "C++", 85, 0, 0, 0, 0, 26, 111
"d:\OI\Code\Luogu\P4755.cpp", "C++", 110, 0, 0, 0, 3, 32, 145
"d:\OI\Code\Luogu\P4774.cpp", "C++", 119, 0, 0, 0, 2, 32, 153
"d:\OI\Code\Luogu\P4777.cpp", "C++", 93, 0, 0, 0, 0, 19, 112
"d:\OI\Code\Luogu\P4777_a.cpp", "C++", 99, 0, 0, 0, 0, 17, 116
"d:\OI\Code\Luogu\P4779.cpp", "C++", 79, 0, 0, 0, 0, 19, 98
"d:\OI\Code\Luogu\P4782.cpp", "C++", 106, 0, 0, 0, 0, 21, 127
"d:\OI\Code\Luogu\P4782_2.cpp", "C++", 92, 0, 0, 0, 2, 26, 120
"d:\OI\Code\Luogu\P4861.cpp", "C++", 51, 0, 0, 0, 0, 11, 62
"d:\OI\Code\Luogu\P4876.cpp", "C++", 109, 0, 0, 0, 4, 33, 146
"d:\OI\Code\Luogu\P4884.cpp", "C++", 75, 0, 0, 0, 0, 17, 92
"d:\OI\Code\Luogu\P5019.cpp", "C++", 28, 0, 0, 0, 0, 12, 40
"d:\OI\Code\Luogu\P5043.cpp", "C++", 88, 0, 0, 0, 0, 34, 122
"d:\OI\Code\Luogu\P5047.cpp", "C++", 145, 0, 0, 0, 8, 44, 197
"d:\OI\Code\Luogu\P5067.cpp", "C++", 59, 0, 0, 0, 0, 4, 63
"d:\OI\Code\Luogu\P5192.cpp", "C++", 152, 0, 0, 0, 0, 43, 195
"d:\OI\Code\Luogu\P5239.cpp", "C++", 23, 0, 0, 0, 3, 11, 37
"d:\OI\Code\Luogu\P5278.cpp", "C++", 101, 0, 0, 0, 3, 25, 129
"d:\OI\Code\Luogu\P5283.cpp", "C++", 77, 0, 0, 0, 1, 29, 107
"d:\OI\Code\Luogu\P5303.cpp", "C++", 71, 0, 0, 0, 3, 23, 97
"d:\OI\Code\Luogu\P5304.cpp", "C++", 91, 0, 0, 0, 6, 33, 130
"d:\OI\Code\Luogu\P5309.cpp", "C++", 127, 0, 0, 0, 10, 32, 169
"d:\OI\Code\Luogu\P5410.cpp", "C++", 45, 0, 0, 0, 1, 14, 60
"d:\OI\Code\Luogu\P5436.cpp", "C++", 30, 0, 0, 0, 0, 9, 39
"d:\OI\Code\Luogu\P5443.cpp", "C++", 124, 0, 0, 0, 6, 40, 170
"d:\OI\Code\Luogu\P5459.cpp", "C++", 61, 0, 0, 0, 0, 22, 83
"d:\OI\Code\Luogu\P5482.cpp", "C++", 127, 0, 0, 0, 1, 29, 157
"d:\OI\Code\Luogu\P5490.cpp", "C++", 66, 0, 0, 0, 5, 25, 96
"d:\OI\Code\Luogu\P5490a.cpp", "C++", 64, 0, 0, 0, 0, 25, 89
"d:\OI\Code\Luogu\P5496.cpp", "C++", 59, 0, 0, 0, 0, 18, 77
"d:\OI\Code\Luogu\P5536.cpp", "C++", 69, 0, 0, 0, 0, 26, 95
"d:\OI\Code\Luogu\P5594.cpp", "C++", 32, 0, 0, 0, 0, 10, 42
"d:\OI\Code\Luogu\P5596.cpp", "C++", 38, 0, 0, 0, 0, 14, 52
"d:\OI\Code\Luogu\P5782.cpp", "C++", 87, 0, 0, 0, 3, 28, 118
"d:\OI\Code\Luogu\P5854.cpp", "C++", 50, 0, 0, 0, 3, 18, 71
"d:\OI\Code\Luogu\P5994.cpp", "C++", 66, 0, 0, 0, 0, 22, 88
"d:\OI\Code\Luogu\P6008.cpp", "C++", 68, 0, 0, 0, 3, 23, 94
"d:\OI\Code\Luogu\P6075.cpp", "C++", 35, 0, 0, 0, 3, 13, 51
"d:\OI\Code\Luogu\P6136.cpp", "C++", 107, 0, 0, 0, 0, 30, 137
"d:\OI\Code\Luogu\P6146.cpp", "C++", 66, 0, 0, 0, 3, 23, 92
"d:\OI\Code\Luogu\P6185.cpp", "C++", 115, 0, 0, 0, 5, 41, 161
"d:\OI\Code\Luogu\P6478.cpp", "C++", 115, 0, 0, 0, 1, 32, 148
"d:\OI\Code\Luogu\P6617.cpp", "C++", 101, 0, 0, 0, 3, 34, 138
"d:\OI\Code\Luogu\P6619.cpp", "C++", 113, 0, 0, 0, 0, 43, 156
"d:\OI\Code\Luogu\P6619_a.cpp", "C++", 102, 0, 0, 0, 0, 39, 141
"d:\OI\Code\Luogu\P6622_30pts.cpp", "C++", 43, 0, 0, 0, 0, 18, 61
"d:\OI\Code\Luogu\P6883.cpp", "C++", 58, 0, 0, 0, 0, 18, 76
"d:\OI\Code\Luogu\P7077.cpp", "C++", 128, 0, 0, 0, 1, 27, 156
"d:\OI\Code\Luogu\P7425.cpp", "C++", 204, 0, 0, 0, 0, 63, 267
"d:\OI\Code\Luogu\P7771.cpp", "C++", 62, 0, 0, 0, 0, 16, 78
"d:\OI\Code\Luogu\P7880.cpp", "C++", 150, 0, 0, 0, 4, 55, 209
"d:\OI\Code\Luogu\P7897.cpp", "C++", 134, 0, 0, 0, 4, 44, 182
"d:\OI\Code\Luogu\P7906.cpp", "C++", 114, 0, 0, 0, 24, 38, 176
"d:\OI\Code\Luogu\P7913.cpp", "C++", 82, 0, 0, 0, 2, 15, 99
"d:\OI\Code\Luogu\P7960.cpp", "C++", 76, 0, 0, 0, 2, 11, 89
"d:\OI\Code\Luogu\P8321.cpp", "C++", 60, 0, 0, 0, 3, 20, 83
"d:\OI\Code\Luogu\P8449.cpp", "C++", 66, 0, 0, 0, 0, 26, 92
"d:\OI\Code\Luogu\P8496.cpp", "C++", 143, 0, 0, 0, 0, 36, 179
"d:\OI\Code\Luogu\P8557.cpp", "C++", 36, 0, 0, 0, 3, 13, 52
"d:\OI\Code\Luogu\P8572.cpp", "C++", 68, 0, 0, 0, 4, 21, 93
"d:\OI\Code\Luogu\P8576DTOI.cpp", "C++", 149, 0, 0, 0, 3, 44, 196
"d:\OI\Code\Luogu\P8591.cpp", "C++", 67, 0, 0, 0, 1, 19, 87
"d:\OI\Code\Luogu\P8670.cpp", "C++", 16, 0, 0, 0, 0, 10, 26
"d:\OI\Code\Luogu\P8819.cpp", "C++", 72, 0, 0, 0, 0, 17, 89
"d:\OI\Code\Luogu\P8867.cpp", "C++", 123, 0, 0, 0, 2, 43, 168
"d:\OI\Code\Luogu\P8880.cpp", "C++", 31, 0, 0, 0, 0, 11, 42
"d:\OI\Code\Luogu\P8883.cpp", "C++", 26, 0, 0, 0, 0, 7, 33
"d:\OI\Code\Luogu\P9007.cpp", "C++", 100, 0, 0, 0, 2, 25, 127
"d:\OI\Code\Luogu\P9118.cpp", "C++", 89, 0, 0, 0, 1, 21, 111
"d:\OI\Code\Luogu\P9166.cpp", "C++", 75, 0, 0, 0, 0, 24, 99
"d:\OI\Code\Luogu\P9235.cpp", "C++", 152, 0, 0, 0, 12, 27, 191
"d:\OI\Code\Luogu\P9235_a.cpp", "C++", 168, 0, 0, 0, 0, 31, 199
"d:\OI\Code\Luogu\P9236.cpp", "C++", 48, 0, 0, 0, 0, 16, 64
"d:\OI\Code\Luogu\P9753.cpp", "C++", 37, 0, 0, 0, 0, 14, 51
"d:\OI\Code\Luogu\P9753_CSP-S.cpp", "C++", 64, 0, 0, 0, 21, 32, 117
"d:\OI\Code\Luogu\P9753_hash.cpp", "C++", 49, 0, 0, 0, 0, 18, 67
"d:\OI\Code\Luogu\P9869.cpp", "C++", 134, 0, 0, 0, 15, 45, 194
"d:\OI\Code\Luogu\P9869_1.cpp", "C++", 110, 0, 0, 0, 0, 38, 148
"d:\OI\Code\Luogu\P9963.cpp", "C++", 24, 0, 0, 0, 0, 8, 32
"d:\OI\Code\Luogu\SP1043.cpp", "C++", 63, 0, 0, 0, 0, 28, 91
"d:\OI\Code\Luogu\SP1716.cpp", "C++", 77, 0, 0, 0, 0, 31, 108
"d:\OI\Code\Luogu\SP1805.cpp", "C++", 46, 0, 0, 0, 3, 20, 69
"d:\OI\Code\Luogu\SP2713.cpp", "C++", 80, 0, 0, 0, 0, 30, 110
"d:\OI\Code\Luogu\SP2916.cpp", "C++", 82, 0, 0, 0, 1, 34, 117
"d:\OI\Code\Luogu\SP3267.cpp", "C++", 56, 0, 0, 0, 0, 25, 81
"d:\OI\Code\Luogu\SP6779.cpp", "C++", 172, 0, 0, 0, 0, 64, 236
"d:\OI\Code\Luogu\SP7826.cpp", "C++", 93, 0, 0, 0, 0, 28, 121
"d:\OI\Code\Luogu\SP8177.cpp", "C++", 4, 0, 0, 0, 2, 1, 7
"d:\OI\Code\Luogu\UVA10480.cpp", "C++", 121, 0, 0, 0, 1, 29, 151
"d:\OI\Code\Luogu\UVA10891.cpp", "C++", 55, 0, 0, 0, 0, 17, 72
"d:\OI\Code\Luogu\UVA11021.cpp", "C++", 47, 0, 0, 0, 0, 16, 63
"d:\OI\Code\Luogu\UVA11082.cpp", "C++", 129, 0, 0, 0, 0, 33, 162
"d:\OI\Code\Luogu\UVA11424.cpp", "C++", 20, 0, 0, 0, 0, 14, 34
"d:\OI\Code\Luogu\UVA12983.cpp", "C++", 60, 0, 0, 0, 1, 22, 83
"d:\OI\Code\Luogu\UVA1316.cpp", "C++", 42, 0, 0, 0, 3, 16, 61
"d:\OI\Code\Luogu\beta202404G.cpp", "C++", 57, 0, 0, 0, 0, 26, 83
"d:\OI\Code\TodoList\2023_CSP-S_T2.cpp", "C++", 39, 0, 0, 0, 2, 17, 58
"d:\OI\Code\TodoList\2023_zr_noip_1_C.cpp", "C++", 61, 0, 0, 0, 0, 24, 85
"d:\OI\Code\TodoList\CF1307D.cpp", "C++", 93, 0, 0, 0, 3, 31, 127
"d:\OI\Code\TodoList\F.cpp", "C++", 62, 0, 0, 0, 10, 24, 96
"d:\OI\Code\TodoList\FenwickTreeWithSegmentTree.cpp", "C++", 116, 0, 0, 0, 0, 41, 157
"d:\OI\Code\TodoList\P1600.cpp", "C++", 164, 0, 0, 0, 8, 34, 206
"d:\OI\Code\TodoList\P2304.cpp", "C++", 158, 0, 0, 0, 1, 48, 207
"d:\OI\Code\TodoList\P2387.cpp", "C++", 105, 0, 0, 0, 0, 36, 141
"d:\OI\Code\TodoList\P5482.cpp", "C++", 127, 0, 0, 0, 1, 29, 157
"d:\OI\Code\TodoList\csp-j2022-sd-bs.cpp", "C++", 59, 0, 0, 0, 0, 19, 78
"d:\OI\Code\TodoList\dfz.cpp", "C++", 57, 0, 0, 0, 0, 21, 78
"d:\OI\Code\TodoList\fhq_treap.cpp", "C++", 119, 0, 0, 0, 8, 21, 148
"d:\OI\Code\TodoList\segTree_merge.cpp", "C++", 117, 0, 0, 0, 0, 0, 117
"d:\OI\Code\TodoList\segTree_mod.cpp", "C++", 98, 0, 0, 0, 11, 1, 110
"d:\OI\Code\TodoList\segTree_mod_me.cpp", "C++", 81, 0, 0, 0, 0, 20, 101
"d:\OI\Code\UOJ\228.cpp", "C++", 140, 0, 0, 0, 1, 40, 181
"d:\OI\Code\UOJ\63.cpp", "C++", 65, 0, 0, 0, 0, 27, 92
"d:\OI\Code\UOJ\763.cpp", "C++", 65, 0, 0, 0, 0, 24, 89
"d:\OI\Code\cp-archive.py", "Python", 0, 122, 0, 0, 0, 21, 143
"d:\OI\Code\fsan.sh", "Shell Script", 0, 0, 1, 0, 0, 0, 1
"d:\OI\Code\make.py", "Python", 0, 108, 0, 0, 0, 20, 128
"d:\OI\Code\model.cpp", "C++", 24, 0, 0, 0, 4, 13, 41
"d:\OI\Code\std.cpp", "C++", 106, 0, 0, 0, 21, 3, 130
"d:\OI\Code\temp.cpp", "C++", 24, 0, 0, 0, 4, 13, 41
"Total", "-", 76799, 307, 1, 22, 502343, 23049, 602521